,online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
32582,1,0,HSR,Dessert Parlor,Ice Cream,150,0,Koramangala 6th Block,1
32583,1,0,BTM,Cafe,"Cafe, Fast Food, Beverages",400,0,Koramangala 6th Block,1
32584,1,0,BTM,Beverage Shop,"Fast Food, Beverages",150,0,Koramangala 6th Block,1
32585,1,0,Koramangala 1st Block,Quick Bites,"North Indian, South Indian, Bengali",350,0,Koramangala 6th Block,0
32586,1,0,Domlur,Quick Bites,"Sandwich, Rolls",200,0,Koramangala 6th Block,0
32587,1,0,Ejipura,Quick Bites,Juices,200,0,Koramangala 6th Block,0
32588,1,0,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",800,0,Koramangala 6th Block,1
32589,1,0,Koramangala 1st Block,"Bakery, Quick Bites",Bakery,450,0,Koramangala 6th Block,1
32590,1,0,Indiranagar,Dessert Parlor,"Desserts, Ice Cream",300,0,Koramangala 6th Block,1
32591,1,0,Domlur,Beverage Shop,"Juices, Beverages",100,0,Koramangala 6th Block,0
32592,1,0,other,Casual Dining,"North Indian, Chinese",500,0,Koramangala 6th Block,1
32593,1,0,BTM,Casual Dining,"North Indian, Biryani, Andhra, Chinese",600,0,Koramangala 6th Block,0
32594,1,0,BTM,Quick Bites,"North Indian, Street Food",300,0,Koramangala 6th Block,0
32595,1,0,Koramangala 1st Block,Cafe,"Cafe, Continental",700,0,Koramangala 6th Block,1
32596,1,0,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Rolls",450,0,Koramangala 6th Block,0
32597,1,0,BTM,"Takeaway, Delivery",Chinese,600,0,Koramangala 6th Block,1
32598,1,0,Old Airport Road,Quick Bites,"North Indian, Chinese",450,0,Koramangala 6th Block,0
32599,1,0,BTM,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian",200,0,Koramangala 6th Block,1
32600,1,1,Koramangala 4th Block,Casual Dining,"Andhra, North Indian, Chinese, Biryani",750,0,Koramangala 6th Block,1
32601,1,0,Koramangala 7th Block,Casual Dining,"European, French, Salad",1500,0,Koramangala 6th Block,0
32602,1,0,Koramangala 7th Block,Beverage Shop,"Beverages, Tea",300,0,Koramangala 6th Block,1
32603,1,0,Domlur,Quick Bites,"Biryani, North Indian",250,0,Koramangala 6th Block,0
32604,1,0,Koramangala 1st Block,"Takeaway, Delivery","Bakery, Desserts",350,0,Koramangala 6th Block,0
32605,1,0,Koramangala 1st Block,Quick Bites,"North Indian, Fast Food",350,0,Koramangala 6th Block,1
32606,1,0,HSR,Quick Bites,"North Indian, Fast Food",300,0,Koramangala 6th Block,0
32607,1,0,HSR,Delivery,Biryani,500,0,Koramangala 6th Block,0
32608,1,0,BTM,Quick Bites,"North Indian, Chinese",200,0,Koramangala 6th Block,0
32609,1,0,BTM,Quick Bites,"Biryani, North Indian",200,0,Koramangala 6th Block,0
32610,1,0,HSR,Dessert Parlor,Desserts,300,0,Koramangala 6th Block,0
32611,1,0,Koramangala 7th Block,Dessert Parlor,Bakery,150,0,Koramangala 6th Block,1
32612,1,0,BTM,Beverage Shop,Beverages,250,0,Koramangala 6th Block,0
32613,1,0,Koramangala 8th Block,Quick Bites,"North Indian, Chinese",300,0,Koramangala 6th Block,1
32614,1,0,Koramangala 1st Block,Bakery,"Bakery, Desserts",600,0,Koramangala 6th Block,0
32615,1,0,BTM,Beverage Shop,"Beverages, Ice Cream",150,0,Koramangala 6th Block,0
32616,1,1,Indiranagar,Casual Dining,North Indian,1200,0,Koramangala 6th Block,1
32617,1,0,BTM,Quick Bites,North Indian,200,0,Koramangala 6th Block,0
32618,1,0,BTM,Bakery,"Bakery, Desserts",300,0,Koramangala 6th Block,0
32619,1,0,BTM,Casual Dining,"Chinese, North Indian",600,0,Koramangala 6th Block,0
32620,1,0,HSR,Delivery,North Indian,500,0,Koramangala 6th Block,0
32621,1,1,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",1200,0,Koramangala 6th Block,1
32622,1,0,Indiranagar,Quick Bites,"Fast Food, Biryani",400,0,Koramangala 6th Block,1
32623,1,0,Koramangala 5th Block,Quick Bites,Chinese,300,0,Koramangala 6th Block,0
32624,1,0,Domlur,Quick Bites,"North Indian, Chinese, Fast Food",300,0,Koramangala 6th Block,0
32625,1,1,Koramangala 6th Block,Casual Dining,"Italian, North Indian, Healthy Food, Desserts",1100,0,Koramangala 6th Block,1
32626,1,1,Koramangala 8th Block,Cafe,"Cafe, Continental, Beverages",700,0,Koramangala 6th Block,1
32627,1,0,BTM,Casual Dining,"South Indian, Chinese",300,0,Koramangala 6th Block,1
32628,1,0,Koramangala 5th Block,Quick Bites,"Lebanese, Greek",300,0,Koramangala 6th Block,1
32629,1,0,Koramangala 7th Block,Casual Dining,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",650,0,Koramangala 6th Block,0
32630,1,0,Koramangala 4th Block,Cafe,"Cafe, Desserts",700,0,Koramangala 6th Block,1
32631,1,0,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",300,0,Koramangala 6th Block,0
32632,1,0,BTM,Beverage Shop,"Beverages, Juices, Ice Cream",200,0,Koramangala 6th Block,0
32633,1,0,Koramangala 5th Block,Quick Bites,Fast Food,300,0,Koramangala 6th Block,1
32634,1,0,Koramangala 7th Block,"Bar, Casual Dining","Finger Food, North Indian, Seafood, Mangalorean, Chinese",700,0,Koramangala 6th Block,1
32635,1,0,Koramangala 1st Block,Casual Dining,North Indian,650,0,Koramangala 6th Block,1
32636,1,0,Koramangala 7th Block,Dessert Parlor,Desserts,400,0,Koramangala 6th Block,1
32637,1,1,other,Casual Dining,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100,0,Koramangala 6th Block,1
32638,1,1,Banashankari,Casual Dining,"Continental, Asian",800,0,Koramangala 6th Block,0
32639,1,0,Ejipura,Quick Bites,"Fast Food, Biryani",300,0,Koramangala 6th Block,1
32640,1,0,BTM,Casual Dining,"North Indian, Continental, Chinese, Steak",900,0,Koramangala 6th Block,1
32641,1,0,Koramangala 4th Block,Cafe,"Cafe, Italian, Pizza",450,0,Koramangala 6th Block,1
32642,1,0,Koramangala 5th Block,Quick Bites,"North Indian, Rolls",300,0,Koramangala 6th Block,0
32643,1,0,Koramangala 5th Block,Quick Bites,"Fast Food, Tea",200,0,Koramangala 6th Block,0
32644,1,1,BTM,Cafe,"Cafe, Beverages",300,0,Koramangala 6th Block,1
32645,1,0,BTM,Delivery,"North Indian, Chinese",500,0,Koramangala 6th Block,0
32646,1,0,HSR,Casual Dining,"North Indian, Chinese, Biryani",550,0,Koramangala 6th Block,1
32647,1,0,Koramangala 7th Block,Quick Bites,"Fast Food, Burger, Pizza",400,0,Koramangala 6th Block,1
32648,1,0,Koramangala 5th Block,Casual Dining,"Mughlai, Fast Food",750,0,Koramangala 6th Block,1
32649,1,0,Domlur,Quick Bites,South Indian,150,0,Koramangala 6th Block,1
32650,1,0,Koramangala 6th Block,"Beverage Shop, Quick Bites","Beverages, Juices, Fast Food",250,0,Koramangala 6th Block,1
32651,1,0,Koramangala 5th Block,Quick Bites,Asian,500,0,Koramangala 6th Block,1
32652,1,0,Koramangala 1st Block,Quick Bites,"South Indian, Chinese",150,0,Koramangala 6th Block,1
32653,1,1,Koramangala 4th Block,Bar,"Finger Food, North Indian, Chinese",1200,0,Koramangala 6th Block,1
32654,1,0,Koramangala 7th Block,Bakery,"Desserts, Bakery",400,0,Koramangala 6th Block,1
32655,1,0,Ejipura,Dessert Parlor,Ice Cream,400,0,Koramangala 6th Block,0
32656,1,0,Koramangala 5th Block,Quick Bites,"Chinese, Street Food",300,0,Koramangala 6th Block,1
32657,1,0,HSR,other,Desserts,800,0,Koramangala 6th Block,1
32658,1,0,BTM,Quick Bites,"North Indian, Chinese, Kebab",350,0,Koramangala 6th Block,1
32659,1,0,HSR,Quick Bites,"Biryani, South Indian",350,0,Koramangala 6th Block,1
32660,1,0,Koramangala 6th Block,Quick Bites,"Italian, Fast Food, Pizza",400,0,Koramangala 6th Block,1
32661,1,0,Koramangala 5th Block,Cafe,"Cafe, Continental, Burger",800,0,Koramangala 6th Block,1
32662,0,0,other,Quick Bites,"Fast Food, North Indian, South Indian, Chinese",300,0,Koramangala 6th Block,0
32663,1,0,HSR,"Takeaway, Delivery","Bakery, Sandwich",400,0,Koramangala 6th Block,0
32664,1,0,other,Delivery,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",300,0,Koramangala 6th Block,0
32665,1,0,BTM,Quick Bites,"North Indian, Chinese",500,0,Koramangala 6th Block,0
32666,1,1,Richmond Road,Casual Dining,"Goan, Seafood, Konkan, Desserts",1000,0,Koramangala 6th Block,1
32667,1,0,BTM,Quick Bites,"Fast Food, North Indian",400,0,Koramangala 6th Block,1
32668,1,0,BTM,Quick Bites,"Fast Food, Beverages",400,0,Koramangala 6th Block,1
32669,1,0,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, Biryani",400,0,Koramangala 6th Block,1
32670,1,0,BTM,Quick Bites,Fast Food,250,0,Koramangala 6th Block,1
32671,1,1,Koramangala 4th Block,Cafe,Cafe,700,0,Koramangala 6th Block,1
32672,1,1,Koramangala 5th Block,other,"Cafe, Continental, Salad, Steak",1200,0,Koramangala 6th Block,1
32673,1,0,Koramangala 8th Block,Dessert Parlor,Desserts,200,0,Koramangala 6th Block,0
32674,1,0,Koramangala 7th Block,Dessert Parlor,"Juices, Ice Cream",200,0,Koramangala 6th Block,1
32675,1,0,Ejipura,Quick Bites,"Chinese, North Indian",300,0,Koramangala 6th Block,1
32676,1,0,BTM,Quick Bites,"Arabian, Chinese, North Indian, Rolls, Momos",400,0,Koramangala 6th Block,0
32677,1,0,BTM,Quick Bites,"Chinese, Tibetan, Momos",300,0,Koramangala 6th Block,0
32678,1,0,Koramangala 5th Block,Quick Bites,Fast Food,500,0,Koramangala 6th Block,1
32679,1,0,Koramangala 7th Block,"Takeaway, Delivery","North Indian, Rolls, Chinese, Biryani",300,0,Koramangala 6th Block,0
32680,1,0,Koramangala 4th Block,Beverage Shop,"Beverages, Ice Cream",200,0,Koramangala 6th Block,0
32681,1,0,Indiranagar,Quick Bites,"North Indian, Chinese, Fast Food",500,0,Koramangala 6th Block,1
32682,1,0,Koramangala 6th Block,Casual Dining,North Indian,1000,0,Koramangala 6th Block,1
32683,1,0,Koramangala 4th Block,Casual Dining,"Continental, Italian, Chinese",750,0,Koramangala 6th Block,1
32684,1,0,Koramangala 1st Block,Quick Bites,"Bengali, Chinese, North Indian, Oriya",300,0,Koramangala 6th Block,1
32685,1,0,Koramangala 5th Block,Dessert Parlor,Ice Cream,200,0,Koramangala 6th Block,1
32686,1,0,Koramangala 1st Block,Quick Bites,"Fast Food, Desserts",200,0,Koramangala 6th Block,1
32687,1,0,Koramangala 7th Block,other,"Cafe, Desserts, Continental",550,0,Koramangala 6th Block,1
32688,1,0,BTM,Quick Bites,North Indian,250,0,Koramangala 6th Block,0
32689,1,0,BTM,Delivery,"Kerala, North Indian",600,0,Koramangala 6th Block,1
32690,1,0,Koramangala 5th Block,Delivery,Bakery,700,0,Koramangala 6th Block,0
32691,1,0,HSR,Quick Bites,South Indian,150,0,Koramangala 6th Block,1
32692,1,0,Koramangala 6th Block,Food Court,"Momos, Fast Food",200,0,Koramangala 6th Block,0
32693,1,0,other,Delivery,"Chinese, North Indian, Fast Food",350,0,Koramangala 6th Block,0
32694,1,0,Koramangala 1st Block,Quick Bites,"North Indian, Arabian, South Indian, Chinese",500,0,Koramangala 6th Block,0
32695,1,0,BTM,"Beverage Shop, Quick Bites",Tea,150,0,Koramangala 6th Block,0
32696,1,0,BTM,Quick Bites,"South Indian, North Indian",200,0,Koramangala 6th Block,0
32697,1,1,Koramangala 7th Block,"Casual Dining, Bar","Asian, American, Mexican",1400,0,Koramangala 6th Block,1
32698,1,0,Koramangala 1st Block,Delivery,"Tea, Beverages",200,0,Koramangala 6th Block,0
32699,1,0,Koramangala 7th Block,Quick Bites,"Mughlai, Arabian, BBQ",200,0,Koramangala 6th Block,0
32700,1,0,BTM,Quick Bites,"Fast Food, Burger, Italian, Beverages",350,0,Koramangala 6th Block,1
32701,1,0,HSR,Cafe,"Cafe, Continental, Pizza, Salad",700,0,Koramangala 6th Block,1
32702,1,0,other,Quick Bites,"Bihari, North Indian",300,0,Koramangala 6th Block,1
32703,1,0,BTM,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,0,Koramangala 6th Block,1
32704,1,0,BTM,Delivery,"Healthy Food, North Indian",350,0,Koramangala 6th Block,0
32705,1,0,Koramangala 4th Block,Quick Bites,"South Indian, Chinese, Seafood",400,0,Koramangala 6th Block,1
32706,1,0,Koramangala 5th Block,Quick Bites,"Chinese, Tibetan, Momos",250,0,Koramangala 6th Block,1
32707,1,0,Koramangala 6th Block,Sweet Shop,"Mithai, Fast Food",250,0,Koramangala 6th Block,1
32708,1,0,BTM,Quick Bites,"South Indian, North Indian, Chinese",500,0,Koramangala 6th Block,1
32709,1,0,Koramangala 1st Block,Quick Bites,"Arabian, Biryani, Beverages, Rolls",300,0,Koramangala 6th Block,0
32710,1,0,BTM,Quick Bites,"Fast Food, Beverages, Sandwich",300,0,Koramangala 6th Block,1
32711,1,0,Koramangala 8th Block,Quick Bites,"Chinese, Nepalese, Tibetan, Momos",300,0,Koramangala 6th Block,0
32712,1,0,Indiranagar,Casual Dining,"Oriya, North Indian, Bengali, Chinese",450,0,Koramangala 6th Block,1
32713,0,0,Koramangala 6th Block,Quick Bites,"North Indian, Street Food",200,0,Koramangala 6th Block,1
32714,0,0,HSR,Delivery,Chinese,600,0,Koramangala 6th Block,0
32715,1,0,HSR,Quick Bites,"Bengali, North Indian",350,0,Koramangala 6th Block,0
32716,1,1,Koramangala 6th Block,Quick Bites,"Cafe, Chinese, Continental",600,0,Koramangala 6th Block,1
32717,1,0,Ejipura,Quick Bites,"Chinese, Fast Food",100,0,Koramangala 6th Block,0
32718,0,0,Koramangala 6th Block,Quick Bites,"Goan, Mangalorean",400,0,Koramangala 6th Block,0
32719,1,0,Koramangala 4th Block,Delivery,North Indian,400,0,Koramangala 6th Block,0
32720,1,0,other,Casual Dining,"North Indian, Chinese, South Indian",700,0,Koramangala 6th Block,1
32721,1,0,Koramangala 5th Block,Beverage Shop,Juices,100,0,Koramangala 6th Block,0
32722,1,0,Koramangala 7th Block,Cafe,"Cafe, Continental, Mexican",600,0,Koramangala 6th Block,1
32723,1,1,other,Cafe,Cafe,1000,0,Koramangala 6th Block,1
32724,1,0,Koramangala 6th Block,Quick Bites,Mexican,200,0,Koramangala 6th Block,1
32725,1,0,other,Delivery,Beverages,250,0,Koramangala 6th Block,0
32726,1,0,Koramangala 7th Block,Quick Bites,"South Indian, Kerala, Seafood",300,0,Koramangala 6th Block,1
32727,1,0,Koramangala 7th Block,Casual Dining,"Chinese, Naga",750,0,Koramangala 6th Block,1
32728,1,0,Koramangala 4th Block,Bakery,"Bakery, Desserts",300,0,Koramangala 6th Block,1
32729,1,0,other,other,"Fast Food, Desserts",300,0,Koramangala 6th Block,1
32730,1,0,Koramangala 5th Block,Quick Bites,"Juices, Beverages, Fast Food",400,0,Koramangala 6th Block,1
32731,1,0,Old Airport Road,Quick Bites,"Beverages, Fast Food",250,0,Koramangala 6th Block,1
32732,1,0,Domlur,Quick Bites,"Chinese, Mangalorean, North Indian",300,0,Koramangala 6th Block,0
32733,0,0,Koramangala 6th Block,other,"Mithai, North Indian, Street Food",250,0,Koramangala 6th Block,1
32734,0,0,Koramangala 6th Block,Quick Bites,"Street Food, Beverages",200,0,Koramangala 6th Block,1
32735,1,0,Koramangala 6th Block,Casual Dining,Kashmiri,600,0,Koramangala 6th Block,1
32736,0,0,Ejipura,Quick Bites,"Chinese, Momos",500,0,Koramangala 6th Block,1
32737,1,0,Koramangala 1st Block,Cafe,"Cafe, Continental, Burger",600,0,Koramangala 6th Block,1
32738,1,0,BTM,Delivery,"Biryani, Chinese, North Indian",600,0,Koramangala 6th Block,0
32739,1,0,Koramangala 5th Block,Cafe,"Cafe, American, Burger, Sandwich, Beverages",600,0,Koramangala 6th Block,1
32740,1,0,Koramangala 1st Block,Sweet Shop,"Mithai, Street Food",100,0,Koramangala 6th Block,1
32741,1,0,other,Quick Bites,North Indian,350,0,Koramangala 6th Block,1
32742,1,0,Koramangala 6th Block,Cafe,"Cafe, Continental, Italian",600,0,Koramangala 6th Block,1
32743,1,0,other,Quick Bites,"North Indian, Chinese",250,0,Koramangala 6th Block,0
32744,1,0,Koramangala 7th Block,other,"Desserts, Fast Food",500,0,Koramangala 6th Block,1
32745,1,0,Koramangala 5th Block,"Beverage Shop, Quick Bites","Juices, Fast Food",150,0,Koramangala 6th Block,1
32746,1,0,Koramangala 6th Block,Cafe,"Cafe, Chinese, Pizza, North Indian, Burger",600,0,Koramangala 6th Block,1
32747,1,0,HSR,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750,0,Koramangala 6th Block,0
32748,1,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300,0,Koramangala 6th Block,0
32749,1,1,Koramangala 4th Block,Casual Dining,"Continental, Chinese, Fast Food, Beverages",1000,0,Koramangala 6th Block,1
32750,1,0,Koramangala 1st Block,"Takeaway, Delivery","Thai, Asian",550,0,Koramangala 6th Block,0
32751,1,0,Old Airport Road,Quick Bites,"North Indian, Biryani, Chinese",300,0,Koramangala 6th Block,1
32752,1,0,Indiranagar,Quick Bites,"North Indian, Chinese, Arabian",350,0,Koramangala 6th Block,0
32753,1,0,Indiranagar,Casual Dining,"South Indian, North Indian, Continental",600,0,Koramangala 6th Block,0
32754,1,0,BTM,Quick Bites,"Biryani, Andhra",300,0,Koramangala 6th Block,0
32755,1,0,BTM,Casual Dining,Chinese,600,0,Koramangala 6th Block,1
32756,1,0,BTM,Delivery,"North Indian, Fast Food, Beverages",500,0,Koramangala 6th Block,0
32757,1,0,other,Sweet Shop,"Mithai, Street Food",200,0,Koramangala 6th Block,1
32758,1,0,Old Airport Road,Quick Bites,Fast Food,150,0,Koramangala 6th Block,1
32759,1,0,Ejipura,Delivery,"American, Pizza",500,0,Koramangala 6th Block,0
32760,1,0,Koramangala 6th Block,Casual Dining,"North Indian, Chinese, Bengali",800,0,Koramangala 6th Block,1
32761,1,0,Koramangala 4th Block,Dessert Parlor,Desserts,300,0,Koramangala 6th Block,1
32762,1,0,Koramangala 1st Block,Delivery,"Biryani, North Indian",500,0,Koramangala 6th Block,0
32763,1,0,HSR,other,"Bakery, Desserts, Italian, North Indian, Fast Food",350,0,Koramangala 6th Block,1
32764,0,0,BTM,Quick Bites,Street Food,100,0,Koramangala 6th Block,0
32765,1,0,Koramangala 4th Block,other,"Desserts, Bakery",300,0,Koramangala 6th Block,0
32766,1,0,BTM,Casual Dining,"North Indian, Chinese, Arabian",700,0,Koramangala 6th Block,1
32767,1,0,BTM,Beverage Shop,Juices,100,0,Koramangala 6th Block,0
32768,0,0,Koramangala 6th Block,other,"Bengali, Bihari",350,0,Koramangala 6th Block,1
32769,1,0,Brigade Road,Cafe,"Cafe, American, Italian, Burger",650,0,Koramangala 6th Block,1
32770,1,0,Indiranagar,Delivery,"North Indian, Mughlai, Chinese",500,0,Koramangala 6th Block,0
32771,1,0,Residency Road,"Takeaway, Delivery","Street Food, South Indian",400,0,Koramangala 6th Block,0
32772,1,0,Koramangala 1st Block,Quick Bites,Kerala,300,0,Koramangala 6th Block,1
32773,1,0,BTM,other,"Biryani, North Indian",200,0,Koramangala 6th Block,0
32774,0,0,Koramangala 4th Block,Quick Bites,"Street Food, Sandwich, Beverages",250,0,Koramangala 6th Block,0
32775,1,0,Ulsoor,Quick Bites,"North Indian, Chinese",600,0,Koramangala 6th Block,1
32776,1,0,Koramangala 6th Block,"Takeaway, Delivery","Italian, Pizza",400,0,Koramangala 6th Block,1
32777,1,0,HSR,Delivery,"North Indian, Chinese, BBQ",600,0,Koramangala 6th Block,0
32778,1,0,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Fast Food",450,0,Koramangala 6th Block,0
32779,1,0,BTM,Quick Bites,"North Indian, South Indian, Mangalorean",250,0,Koramangala 6th Block,1
32780,1,0,BTM,Casual Dining,Andhra,600,0,Koramangala 6th Block,1
32781,1,0,Koramangala 1st Block,Quick Bites,"Biryani, Mughlai",500,0,Koramangala 6th Block,0
32782,1,0,BTM,Quick Bites,"Street Food, Fast Food",250,0,Koramangala 6th Block,1
32783,0,0,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",250,0,Koramangala 6th Block,1
32784,0,0,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian, Fast Food",400,0,Koramangala 6th Block,1
32785,0,0,Koramangala 6th Block,Delivery,"Kebab, Rolls",300,0,Koramangala 6th Block,0
32786,0,0,Koramangala 6th Block,Delivery,"Salad, Sandwich",400,0,Koramangala 6th Block,0
32787,0,0,Koramangala 6th Block,Delivery,"Chinese, Biryani, Pizza, Italian, North Indian",500,0,Koramangala 6th Block,1
32788,0,0,Koramangala 6th Block,Quick Bites,"Chinese, Kerala, North Indian, South Indian",350,0,Koramangala 6th Block,1
32789,0,0,Koramangala 6th Block,Quick Bites,Continental,550,0,Koramangala 6th Block,1
32790,0,0,Koramangala 6th Block,Bakery,"Bakery, Desserts",300,0,Koramangala 6th Block,0
32791,0,0,Koramangala 6th Block,Dessert Parlor,"Desserts, Fast Food",300,0,Koramangala 6th Block,1
32792,0,0,Koramangala 6th Block,Quick Bites,"Juices, Sandwich",200,0,Koramangala 6th Block,0
32793,0,0,Koramangala 6th Block,Delivery,"Beverages, Salad",300,0,Koramangala 6th Block,0
32794,0,0,Koramangala 6th Block,Delivery,"Biryani, North Indian, Kebab",400,0,Koramangala 6th Block,1
32795,0,0,Koramangala 6th Block,Delivery,North Indian,200,0,Koramangala 6th Block,0
32796,0,0,Koramangala 6th Block,Dessert Parlor,Desserts,300,0,Koramangala 6th Block,1
32797,0,0,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, Rolls",250,0,Koramangala 6th Block,0
32798,0,0,Koramangala 6th Block,Quick Bites,"Chinese, North Indian",500,0,Koramangala 6th Block,0
32799,1,0,Koramangala 1st Block,Casual Dining,North Indian,500,0,Koramangala 6th Block,1
32800,1,1,Koramangala 6th Block,Bar,"Continental, Chinese",1300,0,Koramangala 6th Block,1
32801,1,0,BTM,Casual Dining,"North Indian, Fast Food, Chinese, Beverages",500,0,Koramangala 6th Block,0
32802,1,0,BTM,Cafe,"Cafe, Lebanese",700,0,Koramangala 6th Block,1
32803,0,0,Koramangala 6th Block,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,0,Koramangala 6th Block,1
32804,0,0,Koramangala 6th Block,Delivery,"North Indian, Mughlai",400,0,Koramangala 6th Block,0
32805,0,0,Koramangala 6th Block,Delivery,"Fast Food, Tea",200,0,Koramangala 6th Block,0
32806,0,0,Koramangala 6th Block,other,Fast Food,300,0,Koramangala 6th Block,1
32807,0,0,Koramangala 6th Block,Quick Bites,"Arabian, Biryani, North Indian, Chinese, Fast Food",500,0,Koramangala 6th Block,0
32808,0,0,Koramangala 6th Block,Delivery,Healthy Food,300,0,Koramangala 6th Block,0
32809,1,0,Domlur,Delivery,"North Indian, Healthy Food",200,0,Koramangala 6th Block,0
32810,1,0,HSR,"Takeaway, Delivery","Andhra, Chinese, Biryani",400,0,Koramangala 6th Block,0
32811,1,0,other,other,Chinese,200,0,Koramangala 6th Block,1
32812,1,0,Koramangala 6th Block,Quick Bites,Pizza,500,0,Koramangala 6th Block,0
32813,0,0,Koramangala 6th Block,"Takeaway, Delivery","Desserts, Bakery",300,0,Koramangala 6th Block,1
32814,0,0,Koramangala 6th Block,Cafe,"Cafe, North Indian, Chinese, Continental",500,0,Koramangala 6th Block,0
32815,1,0,HSR,Quick Bites,"Fast Food, Sandwich, Burger",300,0,Koramangala 6th Block,0
32816,1,0,BTM,"Takeaway, Delivery","Biryani, Andhra",300,0,Koramangala 6th Block,0
32817,1,0,Koramangala 5th Block,Bakery,"Bakery, Desserts",400,0,Koramangala 6th Block,0
32818,0,0,Koramangala 5th Block,Cafe,"Cafe, Italian",600,0,Koramangala 6th Block,1
32819,1,0,BTM,Cafe,Cafe,650,0,Koramangala 6th Block,0
32820,1,0,Koramangala 5th Block,Cafe,"Cafe, Bakery",500,0,Koramangala 6th Block,1
32821,1,0,Domlur,Quick Bites,"Chinese, North Indian",200,0,Koramangala 6th Block,1
32822,1,0,BTM,Quick Bites,"Bengali, North Indian, Oriya",350,0,Koramangala 6th Block,0
32823,1,0,Koramangala 8th Block,Beverage Shop,Juices,200,0,Koramangala 6th Block,0
32824,1,0,BTM,"Pub, Casual Dining","Finger Food, Continental, Chinese",900,0,Koramangala 6th Block,1
32825,1,0,BTM,Casual Dining,"North Indian, South Indian, Biryani",500,0,Koramangala 6th Block,0
32826,1,0,Koramangala 1st Block,Quick Bites,North Indian,150,0,Koramangala 6th Block,1
32827,0,0,HSR,Delivery,North Indian,300,0,Koramangala 6th Block,0
32828,0,0,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian",400,0,Koramangala 6th Block,0
32829,1,0,Koramangala 6th Block,Quick Bites,"Arabian, Mediterranean",400,0,Koramangala 6th Block,0
32830,1,0,Koramangala 1st Block,Quick Bites,"Italian, Fast Food",400,0,Koramangala 6th Block,0
32831,1,0,HSR,"Takeaway, Delivery","Burger, Fast Food, Finger Food",300,0,Koramangala 6th Block,0
32832,1,0,other,Delivery,North Indian,400,0,Koramangala 6th Block,1
32833,1,0,BTM,"Takeaway, Delivery",North Indian,200,0,Koramangala 6th Block,0
32834,1,0,Koramangala 4th Block,"Takeaway, Delivery","North Indian, South Indian, Chinese, Andhra, Fast Food",400,0,Koramangala 6th Block,0
32835,1,0,BTM,other,"Beverages, Fast Food",200,0,Koramangala 6th Block,1
32836,0,0,Koramangala 4th Block,Quick Bites,"Andhra, Chinese, North Indian",450,0,Koramangala 6th Block,0
32837,1,1,other,Cafe,"Cafe, Continental",900,0,Koramangala 6th Block,1
32838,1,0,Richmond Road,Quick Bites,"Desserts, Fast Food",250,0,Koramangala 6th Block,1
32839,1,0,Koramangala 8th Block,"Bakery, Quick Bites","Bakery, Fast Food",200,0,Koramangala 6th Block,0
32840,1,0,HSR,Quick Bites,Biryani,200,0,Koramangala 6th Block,1
32841,1,0,Koramangala 7th Block,Delivery,"North Indian, Continental",300,0,Koramangala 6th Block,0
32842,1,0,Koramangala 6th Block,Casual Dining,"Mexican, Continental, Italian, Chinese",700,0,Koramangala 6th Block,1
32843,1,0,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese",550,0,Koramangala 6th Block,1
32844,1,0,HSR,Quick Bites,"Biryani, Rolls, Middle Eastern, Arabian, Charcoal Chicken",300,0,Koramangala 6th Block,0
32845,1,0,Koramangala 5th Block,Quick Bites,"South Indian, Kerala",300,0,Koramangala 6th Block,0
32846,1,0,Koramangala 5th Block,Dessert Parlor,Desserts,400,0,Koramangala 6th Block,1
32847,1,0,Koramangala 7th Block,Cafe,Cafe,550,0,Koramangala 6th Block,1
32848,1,0,Koramangala 1st Block,Casual Dining,"North Indian, Fast Food, Street Food",800,0,Koramangala 6th Block,1
32849,0,0,Koramangala 6th Block,"Takeaway, Delivery",Healthy Food,300,0,Koramangala 6th Block,0
32850,0,0,Richmond Road,other,"Fast Food, Desserts, Bakery",150,0,Koramangala 6th Block,0
32851,1,0,Koramangala 8th Block,Delivery,"North Indian, South Indian",300,0,Koramangala 6th Block,0
32852,1,0,Koramangala 4th Block,Dessert Parlor,"Desserts, Beverages",450,0,Koramangala 6th Block,1
